1053.01243, 0.45278
1057.09929, 0.45382
1061.18616, 0.45427
1065.27303, 0.45604
1069.35990, 0.45811
1073.44676, 0.45973
1077.53363, 0.46135
1081.62050, 0.46357
1085.70736, 0.46592
1089.79423, 0.46769
1093.88110, 0.46990
1097.96797, 0.47300
1102.05483, 0.47506
1106.14170, 0.47830
1110.22857, 0.48110
1114.31544, 0.48463
1118.40230, 0.48786
1122.48917, 0.49154
1126.57604, 0.49522
1130.66290, 0.49949
1134.74977, 0.50346
1138.83664, 0.50846
1142.92351, 0.51360
1147.01037, 0.51889
1151.09724, 0.52477
1155.18411, 0.53050
1159.27098, 0.53697
1163.35784, 0.54417
1167.44471, 0.55210
1171.53158, 0.56003
1175.61845, 0.56899
1179.70531, 0.57825
1183.79218, 0.58838
1187.53847, 0.59825
1190.94420, 0.60759
1194.34992, 0.61787
1197.41507, 0.62759
1200.48022, 0.63701
1203.88594, 0.64847
1206.95109, 0.65908
1209.67567, 0.66877
1212.40025, 0.67868
1215.12483, 0.68859
1217.84941, 0.69938
1220.57399, 0.71017
1223.29856, 0.72118
1226.02314, 0.73197
1228.74772, 0.74298
1231.47230, 0.75421
1234.19688, 0.76434
1236.92145, 0.77469
1239.64603, 0.78526
1242.37061, 0.79583
1245.09519, 0.80640
1247.81977, 0.81653
1250.54435, 0.82600
1253.26892, 0.83591
1256.33407, 0.84595
1259.39922, 0.85617
1262.46438, 0.86569
1265.87010, 0.87591
1269.27582, 0.88578
1273.02212, 0.89670
1277.10898, 0.90727
1281.19585, 0.91711
1285.28272, 0.92563
1289.36959, 0.93401
1293.45645, 0.94077
1297.54332, 0.94723
1300.26790, 0.95135
