1085.02622, 0.45086
1089.11309, 0.45246
1093.19995, 0.45347
1097.28682, 0.45558
1101.37369, 0.45814
1105.46056, 0.45966
1109.54742, 0.46099
1113.63429, 0.46247
1117.72116, 0.46483
1121.80803, 0.46689
1125.89489, 0.46866
1129.98176, 0.47146
1134.06863, 0.47338
1138.15549, 0.47530
1142.24236, 0.47853
1146.32923, 0.48119
1150.41610, 0.48384
1154.50296, 0.48693
1158.58983, 0.48958
1162.67670, 0.49355
1166.76357, 0.49650
1170.85043, 0.50076
1174.93730, 0.50400
1179.02417, 0.50812
1183.11104, 0.51267
1187.19790, 0.51650
1191.28477, 0.52150
1195.37164, 0.52620
1199.45850, 0.53149
1203.54537, 0.53664
1207.63224, 0.54237
1211.71911, 0.54825
1215.80597, 0.55428
1219.89284, 0.56089
1223.97971, 0.56794
1228.06658, 0.57514
1232.15344, 0.58219
1236.24031, 0.58954
1240.32718, 0.59806
1244.41404, 0.60628
1248.50091, 0.61480
1252.58778, 0.62391
1256.67465, 0.63434
1260.42094, 0.64509
1264.16724, 0.65548
1267.91353, 0.66588
1271.31925, 0.67575
1274.72498, 0.68632
1278.13070, 0.69759
1281.19585, 0.70790
1283.92043, 0.71825
1286.30443, 0.72860
1288.34787, 0.73917
1290.39130, 0.74915
